,forecast_date,high_temp,low_temp,precip_prob,wind_stats,date,day,actual_high,actual_low,actual_precip,year,month
0,2021-09-18,78,63,0.04,N 10 mph,2021-09-19,19,75.0,64.0,0.0,2021,9
1,2021-09-18,75,64,0.06,ESE 9 mph,2021-09-20,20,75.0,63.0,0.0,2021,9
2,2021-09-18,75,68,0.05,ESE 11 mph,2021-09-21,21,75.0,63.0,0.09,2021,9
3,2021-09-18,76,69,0.5,SE 14 mph,2021-09-22,22,78.0,72.0,0.01,2021,9
4,2021-09-18,72,62,0.58,SSE 13 mph,2021-09-23,23,79.0,64.0,1.28,2021,9
5,2021-09-18,71,60,0.52,WNW 10 mph,2021-09-24,24,71.0,57.0,0.75,2021,9
6,2021-09-18,75,61,0.16,W 8 mph,2021-09-25,25,75.0,58.0,0.0,2021,9
7,2021-09-18,74,58,0.19,W 9 mph,2021-09-26,26,71.0,62.0,0.0,2021,9
8,2021-09-18,74,59,0.18,WNW 9 mph,2021-09-27,27,77.0,62.0,0.0,2021,9
9,2021-09-18,74,59,0.1,W 9 mph,2021-09-28,28,71.0,63.0,0.27,2021,9
10,2021-09-18,72,57,0.24,WNW 9 mph,2021-09-29,29,67.0,55.0,0.0,2021,9
11,2021-09-18,72,58,0.24,NW 8 mph,2021-09-30,30,65.0,56.0,0.0,2021,9
12,2021-09-18,70,56,0.17,NW 9 mph,2021-10-01,1,66.0,52.0,0.0,2021,10
13,2021-09-18,71,58,0.24,WNW 9 mph,2021-10-02,2,73.0,57.0,0.0,2021,10
14,2021-09-19,76,65,0.05,ESE 8 mph,2021-09-20,20,75.0,63.0,0.0,2021,9
15,2021-09-19,76,70,0.11,ESE 10 mph,2021-09-21,21,75.0,63.0,0.09,2021,9
16,2021-09-19,78,72,0.44,SSE 13 mph,2021-09-22,22,78.0,72.0,0.01,2021,9
17,2021-09-19,75,65,0.92,SSE 13 mph,2021-09-23,23,79.0,64.0,1.28,2021,9
18,2021-09-19,70,59,0.61,WSW 8 mph,2021-09-24,24,71.0,57.0,0.75,2021,9
19,2021-09-19,75,61,0.14,NW 6 mph,2021-09-25,25,75.0,58.0,0.0,2021,9
20,2021-09-19,74,57,0.23,WNW 9 mph,2021-09-26,26,71.0,62.0,0.0,2021,9
21,2021-09-19,73,58,0.09,NW 7 mph,2021-09-27,27,77.0,62.0,0.0,2021,9
22,2021-09-19,75,60,0.15,WNW 8 mph,2021-09-28,28,71.0,63.0,0.27,2021,9
23,2021-09-19,73,57,0.24,NW 9 mph,2021-09-29,29,67.0,55.0,0.0,2021,9
24,2021-09-19,70,58,0.21,NW 7 mph,2021-09-30,30,65.0,56.0,0.0,2021,9
25,2021-09-19,71,60,0.09,WNW 7 mph,2021-10-01,1,66.0,52.0,0.0,2021,10
26,2021-09-19,75,60,0.18,WNW 7 mph,2021-10-02,2,73.0,57.0,0.0,2021,10
27,2021-09-19,72,59,0.12,NW 7 mph,2021-10-03,3,76.0,62.0,0.0,2021,10
28,2021-09-20,76,70,0.11,ESE 10 mph,2021-09-21,21,75.0,63.0,0.09,2021,9
29,2021-09-20,78,69,0.43,SSE 15 mph,2021-09-22,22,78.0,72.0,0.01,2021,9
30,2021-09-20,75,62,0.61,SSE 15 mph,2021-09-23,23,79.0,64.0,1.28,2021,9
31,2021-09-20,72,60,0.54,W 10 mph,2021-09-24,24,71.0,57.0,0.75,2021,9
32,2021-09-20,72,60,0.24,WSW 8 mph,2021-09-25,25,75.0,58.0,0.0,2021,9
33,2021-09-20,73,58,0.21,NW 10 mph,2021-09-26,26,71.0,62.0,0.0,2021,9
34,2021-09-20,74,61,0.18,WNW 11 mph,2021-09-27,27,77.0,62.0,0.0,2021,9
35,2021-09-20,74,59,0.1,WNW 10 mph,2021-09-28,28,71.0,63.0,0.27,2021,9
36,2021-09-20,73,58,0.24,WNW 10 mph,2021-09-29,29,67.0,55.0,0.0,2021,9
37,2021-09-20,70,57,0.06,NW 10 mph,2021-09-30,30,65.0,56.0,0.0,2021,9
38,2021-09-20,69,57,0.23,NNW 9 mph,2021-10-01,1,66.0,52.0,0.0,2021,10
39,2021-09-20,69,58,0.11,NNW 9 mph,2021-10-02,2,73.0,57.0,0.0,2021,10
40,2021-09-20,72,59,0.22,NW 10 mph,2021-10-03,3,76.0,62.0,0.0,2021,10
41,2021-09-20,71,56,0.24,NNW 10 mph,2021-10-04,4,73.0,62.0,0.15000000000000002,2021,10
42,2021-09-21,79,72,0.38,SSE 15 mph,2021-09-22,22,78.0,72.0,0.01,2021,9
43,2021-09-21,74,64,0.69,SSE 17 mph,2021-09-23,23,79.0,64.0,1.28,2021,9
44,2021-09-21,72,60,0.64,WNW 8 mph,2021-09-24,24,71.0,57.0,0.75,2021,9
45,2021-09-21,73,61,0.38,NW 7 mph,2021-09-25,25,75.0,58.0,0.0,2021,9
46,2021-09-21,74,57,0.11,W 11 mph,2021-09-26,26,71.0,62.0,0.0,2021,9
47,2021-09-21,73,59,0.05,WNW 11 mph,2021-09-27,27,77.0,62.0,0.0,2021,9
48,2021-09-21,75,63,0.13,SW 12 mph,2021-09-28,28,71.0,63.0,0.27,2021,9
49,2021-09-21,73,60,0.32,SE 12 mph,2021-09-29,29,67.0,55.0,0.0,2021,9
50,2021-09-21,71,57,0.32,N 10 mph,2021-09-30,30,65.0,56.0,0.0,2021,9
51,2021-09-21,72,58,0.24,NNW 9 mph,2021-10-01,1,66.0,52.0,0.0,2021,10
52,2021-09-21,72,58,0.24,NNW 9 mph,2021-10-02,2,73.0,57.0,0.0,2021,10
53,2021-09-21,72,58,0.24,NNW 10 mph,2021-10-03,3,76.0,62.0,0.0,2021,10
54,2021-09-21,71,58,0.33,NNE 9 mph,2021-10-04,4,73.0,62.0,0.15000000000000002,2021,10
55,2021-09-21,72,60,0.3,NNE 9 mph,2021-10-05,5,65.0,60.0,0.0,2021,10
56,2021-09-22,79,65,0.49,SSE 17 mph,2021-09-23,23,79.0,64.0,1.28,2021,9
57,2021-09-22,75,60,0.87,W 7 mph,2021-09-24,24,71.0,57.0,0.75,2021,9
58,2021-09-22,76,60,0.1,WNW 5 mph,2021-09-25,25,75.0,58.0,0.0,2021,9
59,2021-09-22,74,60,0.04,WNW 10 mph,2021-09-26,26,71.0,62.0,0.0,2021,9
60,2021-09-22,77,62,0.03,WNW 9 mph,2021-09-27,27,77.0,62.0,0.0,2021,9
61,2021-09-22,77,59,0.12,W 8 mph,2021-09-28,28,71.0,63.0,0.27,2021,9
62,2021-09-22,73,57,0.14,NNW 10 mph,2021-09-29,29,67.0,55.0,0.0,2021,9
63,2021-09-22,72,58,0.15,NNW 10 mph,2021-09-30,30,65.0,56.0,0.0,2021,9
64,2021-09-22,75,60,0.11,NNW 9 mph,2021-10-01,1,66.0,52.0,0.0,2021,10
65,2021-09-22,74,60,0.15,NNW 9 mph,2021-10-02,2,73.0,57.0,0.0,2021,10
66,2021-09-22,72,59,0.17,N 10 mph,2021-10-03,3,76.0,62.0,0.0,2021,10
67,2021-09-22,72,59,0.24,NNE 8 mph,2021-10-04,4,73.0,62.0,0.15000000000000002,2021,10
68,2021-09-22,72,61,0.21,NE 9 mph,2021-10-05,5,65.0,60.0,0.0,2021,10
69,2021-09-22,73,60,0.36,ESE 9 mph,2021-10-06,6,69.0,61.0,0.0,2021,10
70,2021-09-23,74,58,0.57,W 7 mph,2021-09-24,24,71.0,57.0,0.75,2021,9
71,2021-09-23,75,60,0.05,NW 5 mph,2021-09-25,25,75.0,58.0,0.0,2021,9
72,2021-09-23,72,57,0.05,WNW 13 mph,2021-09-26,26,71.0,62.0,0.0,2021,9
73,2021-09-23,75,60,0.02,W 12 mph,2021-09-27,27,77.0,62.0,0.0,2021,9
74,2021-09-23,76,61,0.24,WSW 10 mph,2021-09-28,28,71.0,63.0,0.27,2021,9
75,2021-09-23,73,58,0.24,N 9 mph,2021-09-29,29,67.0,55.0,0.0,2021,9
76,2021-09-23,71,59,0.1,NNE 10 mph,2021-09-30,30,65.0,56.0,0.0,2021,9
77,2021-09-23,72,61,0.16,NNE 11 mph,2021-10-01,1,66.0,52.0,0.0,2021,10
78,2021-09-23,73,61,0.32,NNE 10 mph,2021-10-02,2,73.0,57.0,0.0,2021,10
79,2021-09-23,73,60,0.24,NNE 9 mph,2021-10-03,3,76.0,62.0,0.0,2021,10
80,2021-09-23,72,60,0.24,NNE 8 mph,2021-10-04,4,73.0,62.0,0.15000000000000002,2021,10
81,2021-09-23,71,59,0.24,N 9 mph,2021-10-05,5,65.0,60.0,0.0,2021,10
82,2021-09-23,72,57,0.1,NNW 8 mph,2021-10-06,6,69.0,61.0,0.0,2021,10
83,2021-09-23,72,57,0.24,NW 9 mph,2021-10-07,7,73.0,62.0,0.0,2021,10
84,2021-09-24,77,61,0.05,NNW 4 mph,2021-09-25,25,75.0,58.0,0.0,2021,9
85,2021-09-24,74,58,0.04,WNW 13 mph,2021-09-26,26,71.0,62.0,0.0,2021,9
86,2021-09-24,76,62,0.03,W 13 mph,2021-09-27,27,77.0,62.0,0.0,2021,9
87,2021-09-24,76,57,0.08,WNW 9 mph,2021-09-28,28,71.0,63.0,0.27,2021,9
88,2021-09-24,73,58,0.18,N 8 mph,2021-09-29,29,67.0,55.0,0.0,2021,9
89,2021-09-24,71,59,0.17,NNE 11 mph,2021-09-30,30,65.0,56.0,0.0,2021,9
90,2021-09-24,71,59,0.18,NE 14 mph,2021-10-01,1,66.0,52.0,0.0,2021,10
91,2021-09-24,72,60,0.23,NNE 11 mph,2021-10-02,2,73.0,57.0,0.0,2021,10
92,2021-09-24,72,60,0.24,NNE 9 mph,2021-10-03,3,76.0,62.0,0.0,2021,10
93,2021-09-24,72,61,0.24,NNE 10 mph,2021-10-04,4,73.0,62.0,0.15000000000000002,2021,10
94,2021-09-24,72,59,0.24,NE 9 mph,2021-10-05,5,65.0,60.0,0.0,2021,10
95,2021-09-24,71,59,0.24,ENE 9 mph,2021-10-06,6,69.0,61.0,0.0,2021,10
96,2021-09-24,73,60,0.19,WSW 9 mph,2021-10-07,7,73.0,62.0,0.0,2021,10
97,2021-09-24,72,60,0.24,E 8 mph,2021-10-08,8,74.0,62.0,0.0,2021,10
98,2021-09-25,74,58,0.03,NW 12 mph,2021-09-26,26,71.0,62.0,0.0,2021,9
99,2021-09-25,80,64,0.02,WSW 12 mph,2021-09-27,27,77.0,62.0,0.0,2021,9
100,2021-09-25,74,56,0.35,W 7 mph,2021-09-28,28,71.0,63.0,0.27,2021,9
101,2021-09-25,68,53,0.11,N 10 mph,2021-09-29,29,67.0,55.0,0.0,2021,9
102,2021-09-25,68,54,0.16,N 9 mph,2021-09-30,30,65.0,56.0,0.0,2021,9
103,2021-09-25,69,55,0.08,N 8 mph,2021-10-01,1,66.0,52.0,0.0,2021,10
104,2021-09-25,71,57,0.21,NNW 9 mph,2021-10-02,2,73.0,57.0,0.0,2021,10
105,2021-09-25,73,58,0.24,WNW 10 mph,2021-10-03,3,76.0,62.0,0.0,2021,10
106,2021-09-25,73,58,0.23,NNW 10 mph,2021-10-04,4,73.0,62.0,0.15000000000000002,2021,10
107,2021-09-25,72,57,0.24,NNE 8 mph,2021-10-05,5,65.0,60.0,0.0,2021,10
108,2021-09-25,71,57,0.24,N 8 mph,2021-10-06,6,69.0,61.0,0.0,2021,10
109,2021-09-25,71,58,0.15,NW 7 mph,2021-10-07,7,73.0,62.0,0.0,2021,10
110,2021-09-25,72,59,0.23,E 8 mph,2021-10-08,8,74.0,62.0,0.0,2021,10
111,2021-09-25,72,60,0.18,ESE 8 mph,2021-10-09,9,67.0,61.0,0.0,2021,10
112,2021-09-26,81,65,0.02,WSW 13 mph,2021-09-27,27,77.0,62.0,0.0,2021,9
113,2021-09-26,75,55,0.36,W 7 mph,2021-09-28,28,71.0,63.0,0.27,2021,9
114,2021-09-26,70,53,0.03,NNW 9 mph,2021-09-29,29,67.0,55.0,0.0,2021,9
115,2021-09-26,69,52,0.03,N 9 mph,2021-09-30,30,65.0,56.0,0.0,2021,9
116,2021-09-26,70,54,0.04,NNW 9 mph,2021-10-01,1,66.0,52.0,0.0,2021,10
117,2021-09-26,70,57,0.15,N 8 mph,2021-10-02,2,73.0,57.0,0.0,2021,10
118,2021-09-26,70,58,0.24,NE 8 mph,2021-10-03,3,76.0,62.0,0.0,2021,10
119,2021-09-26,70,57,0.24,NNE 10 mph,2021-10-04,4,73.0,62.0,0.15000000000000002,2021,10
120,2021-09-26,70,58,0.24,NNE 9 mph,2021-10-05,5,65.0,60.0,0.0,2021,10
121,2021-09-26,70,58,0.24,NE 9 mph,2021-10-06,6,69.0,61.0,0.0,2021,10
122,2021-09-26,70,58,0.24,ENE 9 mph,2021-10-07,7,73.0,62.0,0.0,2021,10
123,2021-09-26,71,58,0.4,NE 9 mph,2021-10-08,8,74.0,62.0,0.0,2021,10
124,2021-09-26,70,58,0.37,NE 10 mph,2021-10-09,9,67.0,61.0,0.0,2021,10
125,2021-09-26,71,57,0.24,NE 9 mph,2021-10-10,10,66.0,61.0,0.11,2021,10
126,2021-09-27,75,52,0.69,W 6 mph,2021-09-28,28,71.0,63.0,0.27,2021,9
127,2021-09-27,69,55,0.03,NNW 9 mph,2021-09-29,29,67.0,55.0,0.0,2021,9
128,2021-09-27,66,51,0.03,NNW 8 mph,2021-09-30,30,65.0,56.0,0.0,2021,9
129,2021-09-27,69,52,0.04,NNW 7 mph,2021-10-01,1,66.0,52.0,0.0,2021,10
130,2021-09-27,70,56,0.03,NW 6 mph,2021-10-02,2,73.0,57.0,0.0,2021,10
131,2021-09-27,71,57,0.2,WNW 6 mph,2021-10-03,3,76.0,62.0,0.0,2021,10
132,2021-09-27,71,56,0.22,NNE 6 mph,2021-10-04,4,73.0,62.0,0.15000000000000002,2021,10
133,2021-09-27,67,55,0.24,NNE 7 mph,2021-10-05,5,65.0,60.0,0.0,2021,10
134,2021-09-27,69,57,0.2,NE 8 mph,2021-10-06,6,69.0,61.0,0.0,2021,10
135,2021-09-27,70,57,0.24,NE 7 mph,2021-10-07,7,73.0,62.0,0.0,2021,10
136,2021-09-27,70,58,0.36,ENE 7 mph,2021-10-08,8,74.0,62.0,0.0,2021,10
137,2021-09-27,70,58,0.24,ENE 7 mph,2021-10-09,9,67.0,61.0,0.0,2021,10
138,2021-09-27,70,58,0.32,NE 7 mph,2021-10-10,10,66.0,61.0,0.11,2021,10
139,2021-09-27,71,58,0.22,E 7 mph,2021-10-11,11,70.0,62.0,0.0,2021,10
140,2021-09-28,70,53,0.02,NNW 9 mph,2021-09-29,29,67.0,55.0,0.0,2021,9
141,2021-09-28,66,51,0.03,NNW 10 mph,2021-09-30,30,65.0,56.0,0.0,2021,9
142,2021-09-28,70,55,0.03,NW 8 mph,2021-10-01,1,66.0,52.0,0.0,2021,10
143,2021-09-28,74,60,0.04,W 7 mph,2021-10-02,2,73.0,57.0,0.0,2021,10
144,2021-09-28,71,59,0.49,W 7 mph,2021-10-03,3,76.0,62.0,0.0,2021,10
145,2021-09-28,70,58,0.39,NE 8 mph,2021-10-04,4,73.0,62.0,0.15000000000000002,2021,10
146,2021-09-28,69,58,0.4,NE 10 mph,2021-10-05,5,65.0,60.0,0.0,2021,10
147,2021-09-28,69,59,0.24,ENE 10 mph,2021-10-06,6,69.0,61.0,0.0,2021,10
148,2021-09-28,70,58,0.31,ENE 9 mph,2021-10-07,7,73.0,62.0,0.0,2021,10
149,2021-09-28,71,58,0.48,N 9 mph,2021-10-08,8,74.0,62.0,0.0,2021,10
150,2021-09-28,70,57,0.45,N 8 mph,2021-10-09,9,67.0,61.0,0.0,2021,10
151,2021-09-28,70,57,0.6,NE 8 mph,2021-10-10,10,66.0,61.0,0.11,2021,10
152,2021-09-28,71,58,0.5,NNW 8 mph,2021-10-11,11,70.0,62.0,0.0,2021,10
153,2021-09-28,72,58,0.2,NW 8 mph,2021-10-12,12,69.0,61.0,0.0,2021,10
154,2021-09-29,65,49,0.03,NNW 10 mph,2021-09-30,30,65.0,56.0,0.0,2021,9
155,2021-09-29,69,53,0.04,NW 8 mph,2021-10-01,1,66.0,52.0,0.0,2021,10
156,2021-09-29,73,60,0.05,W 7 mph,2021-10-02,2,73.0,57.0,0.0,2021,10
157,2021-09-29,73,63,0.24,SW 9 mph,2021-10-03,3,76.0,62.0,0.0,2021,10
158,2021-09-29,74,61,0.24,WNW 9 mph,2021-10-04,4,73.0,62.0,0.15000000000000002,2021,10
159,2021-09-29,71,59,0.36,ENE 10 mph,2021-10-05,5,65.0,60.0,0.0,2021,10
160,2021-09-29,70,61,0.24,NE 10 mph,2021-10-06,6,69.0,61.0,0.0,2021,10
161,2021-09-29,70,60,0.31,ENE 11 mph,2021-10-07,7,73.0,62.0,0.0,2021,10
162,2021-09-29,71,60,0.24,NNE 10 mph,2021-10-08,8,74.0,62.0,0.0,2021,10
163,2021-09-29,70,60,0.36,NE 11 mph,2021-10-09,9,67.0,61.0,0.0,2021,10
164,2021-09-29,70,60,0.36,N 10 mph,2021-10-10,10,66.0,61.0,0.11,2021,10
165,2021-09-29,71,59,0.33,NNW 10 mph,2021-10-11,11,70.0,62.0,0.0,2021,10
166,2021-09-29,72,59,0.24,NW 10 mph,2021-10-12,12,69.0,61.0,0.0,2021,10
167,2021-09-29,71,59,0.22,WNW 8 mph,2021-10-13,13,69.0,62.0,0.0,2021,10
168,2021-09-30,70,53,0.04,NW 6 mph,2021-10-01,1,66.0,52.0,0.0,2021,10
169,2021-09-30,78,60,0.05,WSW 9 mph,2021-10-02,2,73.0,57.0,0.0,2021,10
170,2021-09-30,82,65,0.15,WSW 7 mph,2021-10-03,3,76.0,62.0,0.0,2021,10
171,2021-09-30,75,66,0.48,SSE 8 mph,2021-10-04,4,73.0,62.0,0.15000000000000002,2021,10
172,2021-09-30,72,61,0.38,NE 9 mph,2021-10-05,5,65.0,60.0,0.0,2021,10
173,2021-09-30,69,59,0.32,NE 12 mph,2021-10-06,6,69.0,61.0,0.0,2021,10
174,2021-09-30,70,59,0.21,NE 10 mph,2021-10-07,7,73.0,62.0,0.0,2021,10
175,2021-09-30,71,60,0.24,ENE 11 mph,2021-10-08,8,74.0,62.0,0.0,2021,10
176,2021-09-30,72,60,0.31,E 9 mph,2021-10-09,9,67.0,61.0,0.0,2021,10
177,2021-09-30,72,60,0.24,E 9 mph,2021-10-10,10,66.0,61.0,0.11,2021,10
178,2021-09-30,73,61,0.23,ESE 9 mph,2021-10-11,11,70.0,62.0,0.0,2021,10
179,2021-09-30,73,60,0.24,WSW 9 mph,2021-10-12,12,69.0,61.0,0.0,2021,10
180,2021-09-30,72,60,0.24,SSE 10 mph,2021-10-13,13,69.0,62.0,0.0,2021,10
181,2021-09-30,71,60,0.36,SW 10 mph,2021-10-14,14,75.0,63.0,0.0,2021,10
182,2021-10-01,78,60,0.05,WSW 10 mph,2021-10-02,2,73.0,57.0,0.0,2021,10
183,2021-10-01,81,67,0.06,WSW 6 mph,2021-10-03,3,76.0,62.0,0.0,2021,10
184,2021-10-01,76,66,0.67,SE 7 mph,2021-10-04,4,73.0,62.0,0.15000000000000002,2021,10
185,2021-10-01,74,63,0.46,ENE 8 mph,2021-10-05,5,65.0,60.0,0.0,2021,10
186,2021-10-01,70,63,0.38,ENE 12 mph,2021-10-06,6,69.0,61.0,0.0,2021,10
187,2021-10-01,71,64,0.39,ENE 13 mph,2021-10-07,7,73.0,62.0,0.0,2021,10
188,2021-10-01,71,64,0.41,ENE 13 mph,2021-10-08,8,74.0,62.0,0.0,2021,10
189,2021-10-01,73,63,0.32,ESE 10 mph,2021-10-09,9,67.0,61.0,0.0,2021,10
190,2021-10-01,75,63,0.24,ESE 8 mph,2021-10-10,10,66.0,61.0,0.11,2021,10
191,2021-10-01,76,64,0.24,ESE 10 mph,2021-10-11,11,70.0,62.0,0.0,2021,10
192,2021-10-01,74,63,0.37,E 10 mph,2021-10-12,12,69.0,61.0,0.0,2021,10
193,2021-10-01,72,60,0.3,NNW 10 mph,2021-10-13,13,69.0,62.0,0.0,2021,10
194,2021-10-01,71,60,0.31,NNW 10 mph,2021-10-14,14,75.0,63.0,0.0,2021,10
195,2021-10-01,70,58,0.24,NW 10 mph,2021-10-15,15,78.0,63.0,0.0,2021,10
196,2021-10-02,80,67,0.08,SW 6 mph,2021-10-03,3,76.0,62.0,0.0,2021,10
197,2021-10-02,74,63,0.68,ESE 7 mph,2021-10-04,4,73.0,62.0,0.15000000000000002,2021,10
198,2021-10-02,71,62,0.41,NE 9 mph,2021-10-05,5,65.0,60.0,0.0,2021,10
199,2021-10-02,70,63,0.24,ENE 9 mph,2021-10-06,6,69.0,61.0,0.0,2021,10
200,2021-10-02,73,64,0.16,ENE 10 mph,2021-10-07,7,73.0,62.0,0.0,2021,10
201,2021-10-02,72,65,0.41,E 10 mph,2021-10-08,8,74.0,62.0,0.0,2021,10
202,2021-10-02,72,64,0.36,SE 10 mph,2021-10-09,9,67.0,61.0,0.0,2021,10
203,2021-10-02,74,64,0.35,SE 9 mph,2021-10-10,10,66.0,61.0,0.11,2021,10
204,2021-10-02,76,64,0.24,SW 10 mph,2021-10-11,11,70.0,62.0,0.0,2021,10
205,2021-10-02,76,62,0.24,NW 9 mph,2021-10-12,12,69.0,61.0,0.0,2021,10
206,2021-10-02,73,60,0.24,WNW 9 mph,2021-10-13,13,69.0,62.0,0.0,2021,10
207,2021-10-02,72,60,0.18,SW 10 mph,2021-10-14,14,75.0,63.0,0.0,2021,10
208,2021-10-02,71,58,0.31,WSW 10 mph,2021-10-15,15,78.0,63.0,0.0,2021,10
209,2021-10-02,70,56,0.24,WNW 11 mph,2021-10-16,16,75.0,58.0,0.25,2021,10
210,2021-10-03,72,62,0.67,E 8 mph,2021-10-04,4,73.0,62.0,0.15000000000000002,2021,10
211,2021-10-03,66,60,0.23,NE 9 mph,2021-10-05,5,65.0,60.0,0.0,2021,10
212,2021-10-03,72,62,0.1,ENE 7 mph,2021-10-06,6,69.0,61.0,0.0,2021,10
213,2021-10-03,74,62,0.07,WSW 6 mph,2021-10-07,7,73.0,62.0,0.0,2021,10
214,2021-10-03,74,61,0.21,ENE 9 mph,2021-10-08,8,74.0,62.0,0.0,2021,10
215,2021-10-03,68,61,0.24,E 13 mph,2021-10-09,9,67.0,61.0,0.0,2021,10
216,2021-10-03,70,62,0.38,E 12 mph,2021-10-10,10,66.0,61.0,0.11,2021,10
217,2021-10-03,72,62,0.24,WSW 9 mph,2021-10-11,11,70.0,62.0,0.0,2021,10
218,2021-10-03,76,62,0.24,W 9 mph,2021-10-12,12,69.0,61.0,0.0,2021,10
219,2021-10-03,73,60,0.18,NNE 9 mph,2021-10-13,13,69.0,62.0,0.0,2021,10
220,2021-10-03,70,57,0.24,N 9 mph,2021-10-14,14,75.0,63.0,0.0,2021,10
221,2021-10-03,69,58,0.16,NW 9 mph,2021-10-15,15,78.0,63.0,0.0,2021,10
222,2021-10-03,69,57,0.24,NNW 10 mph,2021-10-16,16,75.0,58.0,0.25,2021,10
223,2021-10-03,68,57,0.24,W 9 mph,2021-10-17,17,61.0,53.0,0.0,2021,10
224,2021-10-04,68,61,0.24,NE 8 mph,2021-10-05,5,65.0,60.0,0.0,2021,10
225,2021-10-04,71,63,0.07,NE 4 mph,2021-10-06,6,69.0,61.0,0.0,2021,10
226,2021-10-04,75,64,0.11,SW 5 mph,2021-10-07,7,73.0,62.0,0.0,2021,10
227,2021-10-04,76,62,0.14,W 7 mph,2021-10-08,8,74.0,62.0,0.0,2021,10
228,2021-10-04,70,63,0.24,E 14 mph,2021-10-09,9,67.0,61.0,0.0,2021,10
